URL,Title,Meta description,Canonical,H1,Words,JSON-LD types,hreflang links,Issues
"/de/resources/","Ressourcen | Optavius","Leitfäden, Vergleiche und Kundengeschichten zu KI-Sprachagenten für Facharztpraxen.","https://www.optavius.com/de/resources/","Ressourcen","628","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/de/resources/ai-ophthalmology-guide/","KI in der Augenheilkunde: Der vollständige Leitfaden (2026) | Optavius","Umfassender Leitfaden zu künstlicher Intelligenz in der Augenheilkunde. Behandelt KI-Anwendungen in Patientenkommunikation, OP-Planung, Diagnostik und Praxismanagement für die Augenheilkunde.","https://www.optavius.com/de/resources/ai-ophthalmology-guide/","KI in der Augenheilkunde: Der vollständige Leitfaden (2026)","743","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/ai-optometry-guide/","KI in der Optometrie: Der vollständige Leitfaden (2026) | Optavius","Umfassender Leitfaden zu künstlicher Intelligenz in der Optometrie. Erfahren Sie, wie KI Patientenkommunikation, Terminplanung, Aufnahme und Praxismanagement für Optometrie-Praxen verändert.","https://www.optavius.com/de/resources/ai-optometry-guide/","KI in der Optometrie: Der vollständige Leitfaden (2026)","766","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/ai-receptionist-optometry/","Was ist ein KI-Empfangsassistent für die Optometrie? | Optavius","Ein KI-Empfangsassistent für die Optometrie ist ein virtueller Assistent für den Empfang, der Patientenanrufe, Terminplanung und Anfragen mit künstlicher Intelligenz bearbeitet. Erfahren Sie, wie er in Augenarztpraxen funktioniert.","https://www.optavius.com/de/resources/ai-receptionist-optometry/","Was ist ein KI-Empfangsassistent für die Optometrie?","721","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/ai-voice-agent-eye-care/","Was ist ein KI-Sprachassistent für die Augenheilkunde? | Optavius","Ein KI-Sprachassistent für die Augenheilkunde ist ein automatisiertes Telefonsystem, das Patientenanrufe in Optometrie-Praxen und Augenarztpraxen mit natürlicher Sprachverarbeitung bearbeitet. Erfahren Sie, wie er funktioniert, welche Funktionen er bietet und welche Vorteile er bringt.","https://www.optavius.com/de/resources/ai-voice-agent-eye-care/","Was ist ein KI-Sprachassistent für die Augenheilkunde?","814","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/ai-voice-agent-oogkliniek/","Warum Augenkliniken in den Niederlanden KI-Voice-Agents für die Patientenkommunikation einsetzen | Optavius","Niederländische Augenkliniken setzen KI-Voice-Agents für Erreichbarkeit rund um die Uhr, Integration mit der Patientenakte und weniger Druck am Empfang ein. Erfahren Sie, wie sich die Patientenkommunikation strukturell verbessert.","https://www.optavius.com/de/resources/ai-voice-agent-oogkliniek/","Warum Augenkliniken in den Niederlanden KI-Voice-Agents für die Patientenkommunikation einsetzen","814","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/ai-voice-agents-optometry-comparison/","KI-Sprachassistenten für die Optometrie: Vergleichsleitfaden 2026 | Optavius","Vergleichen Sie KI-Sprachassistenten für Optometrie-Praxen im Jahr 2026. Direkter Vergleich von Optavius, generischer KI, Telefonservices und weiteren Lösungen für Augenkliniken.","https://www.optavius.com/de/resources/ai-voice-agents-optometry-comparison/","KI-Sprachassistenten für die Optometrie: Vergleichsleitfaden 2026","711","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/automated-patient-intake-optometry/","Was ist die automatisierte Patientenaufnahme für die Optometrie? | Optavius","Die automatisierte Patientenaufnahme für die Optometrie ersetzt manuellen Papierkram durch KI Datenerfassung im Gespräch. Erfahren Sie, wie sie funktioniert, welche Vorteile sie bietet und wie Sie die richtige Lösung wählen.","https://www.optavius.com/de/resources/automated-patient-intake-optometry/","Was ist die automatisierte Patientenaufnahme für die Optometrie?","697","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/best-ai-tools-eye-clinics/","Die besten KI-Tools für Augenkliniken 2026 | Optavius","Umfassender Leitfaden zu den besten KI-Tools für Augenkliniken im Jahr 2026. Vergleich von KI-Sprachassistenten, Terminplanungs-Tools, Aufnahme-Automatisierung und Praxismanagement-KI für Optometrie und Augenheilkunde.","https://www.optavius.com/de/resources/best-ai-tools-eye-clinics/","Die besten KI-Tools für Augenkliniken 2026","706","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/clinical-triage-best-practices/","Best Practices für die klinische Triage in Gruppen mit mehreren Standorten | Optavius","Wie Sie die telefonische Triage über mehrere Augenversorgungsstandorte hinweg standardisieren und dabei lokale Flexibilität, klinische Verantwortung und einen vollständigen Prüfpfad bewahren.","https://www.optavius.com/de/resources/clinical-triage-best-practices/","Best Practices für die klinische Triage in Gruppen mit mehreren Standorten","460","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/future-of-patient-intake/","Die Zukunft der Patientenaufnahme in der Augenheilkunde | Optavius","Wie KI Automatisierung den Anfang der augenärztlichen Versorgung verändert, vom ersten Anruf bis zu dem Moment, in dem der Patient im Untersuchungsstuhl sitzt.","https://www.optavius.com/de/resources/future-of-patient-intake/","Die Zukunft der Patientenaufnahme in der Augenheilkunde","466","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/omc-amstelland/","OMC Amstelland: von 30 % verpassten Anrufen auf null im ersten Monat | Optavius","Wie eine Augenklinik mit zwei Standorten in der Nähe von Amsterdam Optavius auf ihrer bestehenden Telefonnummer einsetzte und keine Patienten mehr an die Mailbox verlor. Ergebnisse aus 8.420 eingehenden Anrufen im Mai und Juni 2026.","https://www.optavius.com/de/resources/omc-amstelland/","OMC Amstelland: von 30 % verpassten Anrufen auf null im ersten Monat","498","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/optavius-vs-answering-services/","Optavius vs. Telefonservices für Augenkliniken | Optavius","Vergleichen Sie den KI-Sprachassistenten von Optavius mit klassischen Telefonservices für Optometrie-Praxen und Augenarztpraxen. Erfahren Sie, welche Lösung Patientenanrufe, Terminbuchung und Triage besser bewältigt.","https://www.optavius.com/de/resources/optavius-vs-answering-services/","Optavius vs. Telefonservices für Augenkliniken","791","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/optavius-vs-emitrr/","Optavius vs. Emitrr für Augenkliniken | Optavius","Vergleichen Sie Optavius und Emitrr für Optometrie-Praxen und Augenarztpraxen. Erfahren Sie, wie sich ein speziell für die Augenheilkunde entwickelter KI-Sprachassistent von einer allgemeinen Kommunikationsplattform für das Gesundheitswesen unterscheidet.","https://www.optavius.com/de/resources/optavius-vs-emitrr/","Optavius vs. Emitrr für Augenkliniken","656","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/optavius-vs-generic-ai/","Optavius vs. generische KI-Sprachassistenten für die Augenheilkunde | Optavius","Vergleichen Sie den auf die Augenheilkunde spezialisierten KI-Sprachassistenten von Optavius mit generischen KI-Lösungen. Erfahren Sie, warum Optometrie-Praxen und Augenarztpraxen spezialisierte klinische KI für Patientenanrufe brauchen.","https://www.optavius.com/de/resources/optavius-vs-generic-ai/","Optavius vs. generische KI-Sprachassistenten für die Augenheilkunde","739","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/optavius-vs-healow-genie/","Optavius vs. healow Genie für die Augenheilkunde | Optavius","Vergleichen Sie Optavius und healow Genie für Optometrie-Praxen und Augenarztpraxen. Erfahren Sie, wie sich ein dedizierter KI-Sprachassistent für die Augenheilkunde vom virtuellen Assistenten von eClinicalWorks unterscheidet.","https://www.optavius.com/de/resources/optavius-vs-healow-genie/","Optavius vs. healow Genie für die Augenheilkunde","721","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/resources/reducing-call-burden/","Telefonbelastung senken, ohne an Qualität zu verlieren | Optavius","Strategien für Optikerketten und Augenversorgungsgruppen mit mehreren Standorten, um wachsende Anrufvolumen zu bewältigen, ohne Personal aufzustocken oder den Standard des Patientenkontakts zu senken.","https://www.optavius.com/de/resources/reducing-call-burden/","Telefonbelastung senken, ohne an Qualität zu verlieren","396","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/de/safety-compliance/","Sicherheit und Compliance | Optavius","Optavius ist für Verantwortlichkeit im Gesundheitswesen gebaut: vollständige Audit-Trails, Eskalationsprotokolle, HIPAA-, SOC-1- und DSGVO-konforme Datenverarbeitung und klinische Governance by Design.","https://www.optavius.com/de/safety-compliance/","Sicherheit und Compliance","464","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/de/specialties/","Fachgebiete | Optavius","KI-Sprachagenten für Augenheilkunde, Optometrie, Dermatologie und Tierarztpraxen.","https://www.optavius.com/de/specialties/","Ihr Sprachagent für Facharztpraxen.","109","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/de/specialties/dermatology/","Dermatologie | Optavius","KI-Sprachagenten für Hautarztpraxen. Jeden Anruf beantworten, Beratungen und Kontrollen buchen und dringende Hautbefunde nach Protokoll weiterleiten.","https://www.optavius.com/de/specialties/dermatology/","Dermatologie","765","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/de/specialties/ophthalmology/","Augenheilkunde | Optavius","KI-Sprachagenten für Augenarztpraxen. Jeden Anruf beantworten, den richtigen Termin buchen und Warnsymptome nach Protokoll eskalieren.","https://www.optavius.com/de/specialties/ophthalmology/","Augenheilkunde","817","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/de/specialties/optometry/","Optometrie | Optavius","KI-Sprachagenten für Optometristen und Augenoptiker. Sehtests buchen, Bestellstatus beantworten und Kontaktlinsen telefonisch nachbestellen.","https://www.optavius.com/de/specialties/optometry/","Optometrie","769","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/de/specialties/veterinary/","Tiermedizin | Optavius","KI-Sprachagenten für Tierarztpraxen. Jeden Anruf beantworten, Sprechstunden und Impfungen buchen und Notfälle an Ihr Team leiten.","https://www.optavius.com/de/specialties/veterinary/","Tiermedizin","750","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/de/terms/","Allgemeine Geschäftsbedingungen | Optavius","KI-Sprachagenten für Augenheilkunde und Facharztpraxen. Jeder Patientenanruf beantwortet, jeder Termin gebucht, rund um die Uhr.","https://www.optavius.com/de/terms/","Allgemeine Geschäftsbedingungen","1591","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/demo/","Book a demo | Optavius","Pick a time with a founder and hear Optavius take a call for your practice. No obligations.","https://www.optavius.com/demo/","Pick a time with a founder.","55","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/","AI voice agents voor oogzorg | Optavius","AI voice agents voor oogzorgaanbieders die vragen beantwoorden, afspraken inplannen en routineverzoeken afhandelen, 24/7.","https://www.optavius.com/nl/","Elk belletje beantwoord. Elke kans benut.","1381","Organization|WebSite|WebPage|Person|Service|SoftwareApplication","0",""
"/nl/about/","Over ons | Optavius","Optavius vermindert wrijving in specialistische zorg: voor patiënten, voor medewerkers en voor artsen.","https://www.optavius.com/nl/about/","Wie we zijn en waarom we hier zijn.","367","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/careers/","Werken bij | Optavius","Help specialistische zorg elke oproep te beantwoorden. Vacatures bij Optavius.","https://www.optavius.com/nl/careers/","Hoi, wij zijn Optavius. We zien je graag komen.","246","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/cookies/","Cookiebeleid | Optavius","Hoe optavius.com cookies en vergelijkbare technieken gebruikt, wat alleen met uw toestemming wordt geplaatst en hoe u uw keuze aanpast.","https://www.optavius.com/nl/cookies/","Cookiebeleid","292","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/customers/","Klantverhalen | Optavius","Praktijken die elke oproep beantwoorden, in hun eigen woorden.","https://www.optavius.com/nl/customers/","Onze klanten in hun eigen woorden","211","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/customers/cubitts/","Cubitts | Optavius","Hoe Cubitts statusvragen en nabestellingen van de winkelvloer haalde.","https://www.optavius.com/nl/customers/cubitts/","Bestelstatus en nabestellingen, afgehandeld voordat de winkel opengaat.","255","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/customers/north-texas-eye-specialists/","North Texas Eye Specialists | Optavius","Hoe een oogheelkundige groep in Texas stopte met het verliezen van bellers buiten kantooruren.","https://www.optavius.com/nl/customers/north-texas-eye-specialists/","Elke oproep buiten kantooruren beantwoord, op alle locaties van de groep.","254","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/customers/omc-amstelland/","OMC Amstelland | Optavius","Hoe OMC Amstelland in de eerste maand van 30% gemiste oproepen naar nul ging.","https://www.optavius.com/nl/customers/omc-amstelland/","Van 30% gemiste oproepen naar nul, in de eerste maand.","323","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/demo/","Demo plannen | Optavius","Kies een moment met een oprichter en hoor Optavius een gesprek voeren voor uw praktijk. Vrijblijvend.","https://www.optavius.com/nl/demo/","Kies een moment met een oprichter.","53","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/pricing/","Prijzen | Optavius","Resultaatgerichte prijzen voor AI-spraakagenten. Vanaf €279 per maand. Levert Optavius geen resultaat, dan betaalt u niets.","https://www.optavius.com/nl/pricing/","Prijzen die de resultaten volgen","386","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/nl/privacy/","Privacybeleid | Optavius","AI voice agents voor oogzorg en specialistische praktijken. Elke patiëntoproep beantwoord, elke afspraak ingepland, 24/7.","https://www.optavius.com/nl/privacy/","Privacybeleid","1279","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/product/","Productoverzicht | Optavius","AI voice agents die elke oproep beantwoorden, afspraken inplannen en escaleren wat ertoe doet. Spraak eerst, met elk kanaal in één console.","https://www.optavius.com/nl/product/","Maak kennis met Optavius","910","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/nl/product/agents/","Agents | Optavius","Huur AI-agents voor de balie, bestelstatus, oproepen, no-show herstel en meer. Eén taak, één prijs, één dashboard.","https://www.optavius.com/nl/product/agents/","Agents","812","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/nl/product/ask-optavius/","Ask Optavius | Optavius","Koppel uw agenda, bellog en documenten en vraag alles over uw eigen praktijk. 90 dagen gratis, inbegrepen bij elke actieve agent.","https://www.optavius.com/nl/product/ask-optavius/","Ask Optavius","608","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/nl/product/console/","Console | Optavius","De Optavius-console: het ochtendoverzicht, wat u nodig heeft, elke oproep en afspraak, en een opdrachtbalk die gewone taal begrijpt.","https://www.optavius.com/nl/product/console/","Console","719","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/nl/product/integrations/","Koppelingen | Optavius","Optavius werkt met uw telefooncentrale, agenda, praktijksysteem en EPD. Begin standalone, koppel wanneer u er klaar voor bent.","https://www.optavius.com/nl/product/integrations/","Koppelingen","661","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/nl/resources/","Kennisbank | Optavius","Gidsen, vergelijkingen en klantverhalen over AI voice agents voor specialistische zorg.","https://www.optavius.com/nl/resources/","Kennisbank","607","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/resources/ai-ophthalmology-guide/","AI in de oogheelkunde: een complete gids (2026) | Optavius","Complete gids over kunstmatige intelligentie in de oogheelkunde. Behandelt AI-toepassingen in patiëntcommunicatie, chirurgische planning, diagnostiek en praktijkmanagement voor de oogzorg.","https://www.optavius.com/nl/resources/ai-ophthalmology-guide/","AI in de oogheelkunde: een complete gids (2026)","745","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/ai-optometry-guide/","AI in de optometrie: een complete gids (2026) | Optavius","Complete gids over kunstmatige intelligentie in de optometrie. Ontdek hoe AI patiëntcommunicatie, planning, intake en praktijkmanagement voor optometriepraktijken verandert.","https://www.optavius.com/nl/resources/ai-optometry-guide/","AI in de optometrie: een complete gids (2026)","770","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/ai-receptionist-optometry/","Wat is een AI-receptionist voor optometrie? | Optavius","Een AI-receptionist voor optometrie is een virtuele baliemedewerker die patiëntgesprekken, planning en vragen afhandelt met kunstmatige intelligentie. Ontdek hoe het werkt voor oogzorgpraktijken.","https://www.optavius.com/nl/resources/ai-receptionist-optometry/","Wat is een AI-receptionist voor optometrie?","710","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/ai-voice-agent-eye-care/","Wat is een AI voice agent voor de oogzorg? | Optavius","Een AI voice agent voor de oogzorg is een geautomatiseerd telefoonsysteem dat natuurlijke taalverwerking gebruikt om patiëntgesprekken bij optometrie- en oogheelkundepraktijken af te handelen. Ontdek hoe het werkt, de kernfuncties en de voordelen.","https://www.optavius.com/nl/resources/ai-voice-agent-eye-care/","Wat is een AI voice agent voor de oogzorg?","814","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/ai-voice-agent-oogkliniek/","Waarom oogklinieken in Nederland AI voice agents inzetten voor patiëntcommunicatie | Optavius","Nederlandse oogklinieken zetten AI voice agents in voor 24/7 bereikbaarheid, EPD-integratie en minder baliedruk. Ontdek hoe patiëntcommunicatie structureel verbetert.","https://www.optavius.com/nl/resources/ai-voice-agent-oogkliniek/","Waarom oogklinieken in Nederland AI voice agents inzetten voor patiëntcommunicatie","829","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/ai-voice-agents-optometry-comparison/","AI voice agents voor optometrie: vergelijkingsgids 2026 | Optavius","Vergelijk AI voice agents voor optometriepraktijken in 2026. Een analyse naast elkaar van Optavius, generieke AI, telefoonservices en andere oplossingen voor oogklinieken.","https://www.optavius.com/nl/resources/ai-voice-agents-optometry-comparison/","AI voice agents voor optometrie: vergelijkingsgids 2026","700","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/automated-patient-intake-optometry/","Wat is geautomatiseerde patiëntintake voor optometrie? | Optavius","Geautomatiseerde patiëntintake voor optometrie vervangt handmatig papierwerk door AI, conversationele gegevensverzameling. Ontdek hoe het werkt, wat de voordelen zijn en hoe u de juiste oplossing kiest.","https://www.optavius.com/nl/resources/automated-patient-intake-optometry/","Wat is geautomatiseerde patiëntintake voor optometrie?","681","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/best-ai-tools-eye-clinics/","De beste AI-tools voor oogklinieken 2026 | Optavius","Complete gids voor de beste AI-tools voor oogklinieken in 2026. Vergelijk AI voice agents, planningstools, intake-automatisering en praktijkmanagement-AI voor optometrie en oogheelkunde.","https://www.optavius.com/nl/resources/best-ai-tools-eye-clinics/","De beste AI-tools voor oogklinieken 2026","706","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/clinical-triage-best-practices/","Best practices voor klinische triage bij groepen met meerdere locaties | Optavius","Hoe u telefonische triage standaardiseert over meerdere oogzorglocaties, met behoud van lokale flexibiliteit, klinisch eigenaarschap en een volledige audittrail.","https://www.optavius.com/nl/resources/clinical-triage-best-practices/","Best practices voor klinische triage bij groepen met meerdere locaties","471","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/future-of-patient-intake/","De toekomst van patiëntintake in de oogzorg | Optavius","Hoe AI automatisering de voorkant van de oogzorg verandert, van het eerste telefoontje tot het moment dat de patiënt in de onderzoeksstoel zit.","https://www.optavius.com/nl/resources/future-of-patient-intake/","De toekomst van patiëntintake in de oogzorg","479","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
